Property_ID,Property Type,Bedrooms,Bathrooms,Area,Price,Description,Location,District,City
Z294015226,فیلا,3.0,5.0,237.0,1300000.0,فيلا للبيع في  الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
L273414355,شقة,3.0,3.0,219.0,690000.0,"شقة للبيع في العزيزية, جنوب الرياض",العزيزية، جنوب الرياض، الرياض,حي العزيزية,الرياض
E397200880,دور,3.0,3.0,149.0,1300000.0,دور للبيع في المونسية، شرق الرياض,المونسية، شرق الرياض، الرياض,حي المونسية,الرياض
L680069017,دور,5.0,3.0,156.0,950000.0,دور - الرياض - الرمال,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
N363996806,دور,6.0,3.0,169.0,800000.0,دور - الرياض - حي الرمال,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
S632516938,شقة,3.0,3.0,2187.0,859000.0,شقق للبيع في الملك فيصل، شرق الرياض,الملك فيصل، شرق الرياض، الرياض,حي الملك فيصل,الرياض
J272801941,فیلا,5.0,5.0,902.0,9000000.0,فيلا للبيع الملك عبدالله، شمال الرياض,الملك عبدالله، شمال الرياض، الرياض,حي الملك عبدالله,الرياض
A488911087,شقة,5.0,3.0,5408.0,1500000.0,شقة 5 غرف نوم للبيع في المونسية ، الرياض,المونسية، شرق الرياض، الرياض,حي المونسية,الرياض
N982675278,شقة,3.0,2.0,124.0,660000.0,شقق جديده,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
L311541567,دور,6.0,5.0,211.0,950000.0,الرياض حي السويدي الغربي شارع 15 غربي,السويدي الغربي، غرب الرياض، الرياض,حي السويدي الغربي,الرياض
Q663791159,شقة,2.0,2.0,100.0,1395000.0,شقة للبيع في النخيل، شمال الرياض,النخيل، شمال الرياض، الرياض,حي النخيل,الرياض
B610097974,فیلا,6.0,6.0,1008.0,27000000.0,undefined,الملقا، شمال الرياض، الرياض,حي الملقا,الرياض
S207997014,فیلا,5.0,5.0,508.0,5000000.0,قصر للبيع في الملز، شرق الرياض,الملز، شرق الرياض، الرياض,حي الملز,الرياض
S110691384,فیلا,5.0,3.0,300.0,3357000.0,فيلا للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
O515368810,فیلا,8.0,7.0,420.0,8500000.0,فيلا فاخرة للبيع في حطين، شمال الرياض,حطين، شمال الرياض، الرياض,حي حطين,الرياض
H475856056,فیلا,4.0,4.0,360.0,4300000.0,فيلا للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
E671677318,فیلا,5.0,9.0,750.0,8719000.0,فيلا للبيع في المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
J440048355,شقة,3.0,4.0,160.0,1119000.0,شقة للبيع في الروضة، شرق الرياض,الروضة، شرق الرياض، الرياض,حي الروضة,الرياض
J184271012,فیلا,4.0,5.0,273.0,950000.0,فيلا بغرفة نوم واحدة للبيع في الدار البيضاء ، الرياض,العزيزية، جنوب الرياض، الرياض,حي العزيزية,الرياض
Q714538927,دور,4.0,4.0,146.0,950000.0,دور - الرياض - حي الرمال,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
Z314302961,شقة,3.0,4.0,177.0,655159.0,"شقة للبيع في طويق, غرب الرياض",طويق، غرب الرياض، الرياض,حي طويق,الرياض
A292890442,دور,4.0,4.0,172.0,1050000.0,دور - الرياض - البيان (الشرق),حي البيان، شرق الرياض، الرياض,حي حي البيان,الرياض
D444987673,دور,3.0,4.0,500.0,860000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
P597293055,شقة,3.0,4.0,140.0,790000.0,شقة للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
H086994899,شقة,4.0,4.0,140.0,790000.0,شقة - الرياض - حي الرمال,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
Z112586077,فیلا,7.0,5.0,307.0,2200000.0,فيلا - الرياض - السعادة,السعادة، شرق الرياض، الرياض,حي السعادة,الرياض
B899256299,دور,3.0,3.0,500.0,860000.0,دور للبيع في الزهرة، غرب الرياض,الزهرة، غرب الرياض، الرياض,حي الزهرة,الرياض
G557985808,دور,4.0,4.0,214.0,760000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
F162277606,دور,5.0,3.0,600.0,580000.0,دور - الرياض - بدر ( عريض ),بدر، جنوب الرياض، الرياض,حي بدر,الرياض
H701483355,دور,5.0,4.0,172.0,1150000.0,دور - الرياض - حى الرمال,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
U124260026,دور,3.0,3.0,500.0,800000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
R308787329,شقة,3.0,4.0,124.0,580000.0,شقق فاخرة للبيع في  السويدي، غرب الرياض,السويدي، غرب الرياض، الرياض,حي السويدي,الرياض
U833090161,دور,3.0,3.0,250.0,800000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
B839686779,دور,3.0,3.0,174.0,1800000.0,دور للبيع في العليا، شمال الرياض,العليا، شمال الرياض، الرياض,حي العليا,الرياض
T962875223,فیلا,3.0,2.0,500.0,3000000.0,"فيلا للبيع في الملك فيصل, شرق الرياض",الملك فيصل، شرق الرياض، الرياض,حي الملك فيصل,الرياض
Z317869755,دور,3.0,3.0,500.0,860000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
Z961615343,شقة,4.0,4.0,61.0,1125000.0,شقة 4 غرف نوم للبيع في العارض، الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
D028668320,شقة,3.0,3.0,132.0,430000.0,شقة للبيع في  بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
Q403241518,دور,3.0,4.0,500.0,860000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
I643888923,شقة,1.0,1.0,64.0,360000.0,شقة للبيع في المروة، جنوب الرياض,المروة، جنوب الرياض، الرياض,حي المروة,الرياض
E142025309,دور,5.0,3.0,375.0,970000.0,دور - الرياض - حي المعيزلة,المعيزلة، شرق الرياض، الرياض,حي المعيزلة,الرياض
G148619744,شقة,5.0,5.0,224.0,1250000.0,شقة تاون هاوس - الرياض - الرمال,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
R123263465,دور,5.0,3.0,211.0,1150000.0,دور - الرياض - الرمال,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
S210550421,شقة,3.0,3.0,141.0,1800000.0,شقة - الرياض - حي الملقا,الملقا، شمال الرياض، الرياض,حي الملقا,الرياض
Q063023035,فیلا,4.0,5.0,249.0,1700000.0,"فيلا للبيع في الرمال, شرق الرياض",الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
G162277606,دور,5.0,3.0,600.0,580000.0,دور - الرياض - بدر ( عريض ),بدر، جنوب الرياض، الرياض,حي بدر,الرياض
T775094432,دور,3.0,4.0,500.0,860000.0,دور للبيع في الزهرة، غرب الرياض,الزهرة، غرب الرياض، الرياض,حي الزهرة,الرياض
A162730225,دور,3.0,5.0,168.0,940000.0,دور للبيع في  الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
R123559023,دور,3.0,5.0,168.0,940000.0,دور - الرياض - حي الرمال,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
Q859159721,شقة,6.0,4.0,241.0,670000.0,شقة تاون هاوس - الرياض - حي بدر,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
L482930047,فیلا,8.0,9.0,375.0,5800000.0,فيلا - الرياض - حي الملقا,الملقا، شمال الرياض، الرياض,حي الملقا,الرياض
V317806220,دور,6.0,3.0,174.0,650000.0,دور - الرياض - عكاظ,عكاظ، جنوب الرياض، الرياض,حي عكاظ,الرياض
E121946173,شقة,3.0,3.0,177.0,690000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
L793508401,شقة,3.0,3.0,170.0,420000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
W712103922,دور,4.0,4.0,214.0,760000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
B695199577,شقة,3.0,3.0,127.0,1239000.0,شقة جديدة فاخرة بالنرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
D824367615,شقة,4.0,3.0,141.0,979.0,شقة فاخرة جديدة بحي الروضة,الروضة، شرق الرياض، الرياض,حي الروضة,الرياض
G459105891,فیلا,9.0,5.0,450.0,3250000.0,فيلا للبيع في  المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
L782736729,فیلا,3.0,4.0,375.0,1800000.0,فيلا للبيع في  المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
Q252325425,دور,3.0,3.0,500.0,860000.0,دور للبيع في  شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
Q073560916,دور,3.0,2.0,79.0,1750000.0,"دور للبيع في النرجس, شمال الرياض",النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
O376944726,شقة,3.0,3.0,132.0,420000.0,شقة للبيع في  الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
R282535282,شقة,3.0,3.0,149.0,640000.0,شقة للبيع في حي طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
L965653550,شقة,3.0,3.0,131.0,420000.0,شقق للبيع في الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
N317869755,دور,3.0,3.0,500.0,860000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
H556324367,شقة,1.0,1.0,63.0,600000.0,شقة - الرياض - الرمال,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
S299562700,فیلا,6.0,4.0,330.0,1350000.0,فيلا تاون هاوس - الرياض - حي الرمال,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
Z053764860,شقة,3.0,3.0,180.0,900000.0,شقة - الرياض - حي السعادة,السعادة، شرق الرياض، الرياض,حي السعادة,الرياض
Q193231257,دور,5.0,5.0,261.0,1200000.0,"دور للبيع في القادسية, شرق الرياض",القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
B850549264,شقة,3.0,3.0,177.0,450000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
M427115100,شقة,4.0,3.0,180.0,710000.0,شقة للبيع في العوالي، غرب الرياض,العوالي، غرب الرياض، الرياض,حي العوالي,الرياض
W150715572,دور,3.0,3.0,224.0,670000.0,دور للبيع في حي بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
M448394207,فیلا,4.0,5.0,219.0,1650000.0,فيلا للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
