Property_ID,Property Type,Bedrooms,Bathrooms,Area,Price,Description,Location,District,City
K157474199,شقة,3.0,3.0,131.0,430000.0,شقق للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
H557985808,دور,4.0,4.0,214.0,760000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
I557985808,دور,4.0,4.0,214.0,760000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
K562231889,دور,4.0,4.0,214.0,760000.0,دور علوي للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
X807103044,شقة,4.0,4.0,177.0,690000.0,شقة للبيع في  بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
F689471085,شقة,3.0,3.0,131.0,430000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
R491880034,فیلا,6.0,5.0,336.0,3000000.0,فيلا 6 غرف نوم للبيع في العارض، الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
N456738614,دور,3.0,3.0,639.0,690000.0,دور وشقق في حي الدار البيضاء الرياض للبيع,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
W332938144,ارض سكنية,0.0,0.0,298.0,780000.0,"أرض للبيع في مخطط الخير, شمال الرياض",مخطط الخير، شمال الرياض، الرياض,حي مخطط الخير,الرياض
D506667389,شقة,1.0,1.0,91.0,2425150.0,للبيع شقة فاخرة ببرج داماك في العليا، شمال الرياض,العليا، شمال الرياض، الرياض,حي العليا,الرياض
X707770754,فیلا,4.0,5.0,225.0,1750000.0,فيلا دوبلكس للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
P876759574,فیلا,6.0,5.0,225.0,2300000.0,"فيلا للبيع في المهدية, غرب الرياض",المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
M371420028,فیلا,5.0,5.0,337.0,1600000.0,فيلا للبيع في النظيم، شرق الرياض,النظيم، شرق الرياض، الرياض,حي النظيم,الرياض
B540439350,دور,3.0,2.0,172.0,1050000.0,دور للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
B060602790,ارض سكنية,0.0,0.0,442.0,6000.0,أرض سكنية للبيع في العارض، شمال الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
F492850134,دور,5.0,3.0,540.0,1250000.0,"دور للبيع في الرمال, شرق الرياض",الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
S763294776,ارض سكنية,0.0,0.0,375.0,800000.0,أرض سكنية للبيع في الرياض,الرياض,حي الرياض,الرياض
W149723898,شقة,3.0,3.0,180.0,685000.0,شقة للبيع في العوالي، غرب الرياض,العوالي، غرب الرياض، الرياض,حي العوالي,الرياض
P070056079,فیلا,3.0,3.0,418.0,3500000.0,"فيلا للبيع في المهدية, غرب الرياض",المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
F798699983,دور,3.0,3.0,250.0,800000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
S132949090,ارض سكنية,0.0,0.0,957.0,900000.0,أرض للبيع في الزاهر، الرياض,الزاهر، الرياض,حي الزاهر,الرياض
G473176340,شقة,3.0,3.0,131.0,400000.0,شقة للبيع في الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
K151414340,دور,4.0,4.0,214.0,760000.0,"دور للبيع في بدر, جنوب الرياض",بدر، جنوب الرياض، الرياض,حي بدر,الرياض
D805731001,دور,4.0,4.0,214.0,760000.0,أدوار للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
T891178646,دور,3.0,3.0,214.0,760000.0,دور للبيع في  بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
P018925967,دور,4.0,4.0,214.0,760000.0,أدوار للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
F157474199,شقة,3.0,3.0,131.0,430000.0,شقق للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
T850495412,دور,4.0,4.0,214.0,760000.0,حي بدر,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
I374179635,شقة,3.0,3.0,178.0,450000.0,شقة للبيع في  بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
K531194349,دور,4.0,3.0,500.0,860000.0,أدوار للبيع في الزهرة، غرب الرياض,الزهرة، غرب الرياض، الرياض,حي الزهرة,الرياض
O618786398,شقة,3.0,3.0,120.0,969000.0,الروضه,الروضة، شرق الرياض، الرياض,حي الروضة,الرياض
J532891007,شقة,2.0,3.0,118.0,1600000.0,شقه للبيع في النخيل، شمال الرياض,النخيل، شمال الرياض، الرياض,حي النخيل,الرياض
D621869354,ارض سكنية,0.0,0.0,750.0,550.0,أرض سكنية للبيع في الشعلة، الرياض,الشعلة، الرياض,حي الشعلة,الرياض
P879931806,دور,4.0,4.0,163.0,690000.0,دور للبيع في الشفاء، جنوب الرياض,الشفا، جنوب الرياض، الرياض,حي الشفا,الرياض
V004642312,فیلا,4.0,5.0,273.0,1850000.0,فيلا للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
W893099694,دور,3.0,3.0,141.0,1100000.0,دور للبيع في المونسية، شرق الرياض,المونسية، شرق الرياض، الرياض,حي المونسية,الرياض
T035875077,دور,3.0,3.0,540.0,1280000.0,دور للبيع في المونسية، شرق الرياض,المونسية، شرق الرياض، الرياض,حي المونسية,الرياض
D422179109,دور,2.0,3.0,250.0,860000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
B001521619,فیلا,10.0,7.0,434.0,3400000.0,"فيلا للبيع في العارض, شمال الرياض",العارض، شمال الرياض، الرياض,حي العارض,الرياض
L299443289,شقة,2.0,2.0,68.0,700000.0,"شقة للبيع في الرمال, شرق الرياض",الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
H742881690,دور,6.0,5.0,222.0,1200000.0,دور أرضي للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
E846041562,دور,6.0,5.0,199.0,900000.0,دور أول للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
E248501972,شقة,4.0,3.0,88.0,797000.0,شقه مع سطح بحي القادسية بسعر مميز,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
B537248917,شقة,3.0,3.0,88.0,797000.0,شقه بفيلا للبيع بحي القادسية,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
F859173360,دور,4.0,5.0,222.0,1200000.0,دور ارضي للبيع بحي القادسية,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
P012499282,دور,3.0,3.0,600.0,1950000.0,"دور للبيع في قرطبة, شرق الرياض",قرطبة، شرق الرياض، الرياض,حي قرطبة,الرياض
G841946789,دور,4.0,4.0,214.0,760000.0,حي بدر,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
A107478003,شقة,3.0,3.0,150.0,650000.0,شقة للبيع في العوالي، غرب الرياض,العوالي، غرب الرياض، الرياض,حي العوالي,الرياض
O329973034,فیلا,5.0,5.0,300.0,3400000.0,فيلا للبيع في الصحافة، شمال الرياض,الصحافة، شمال الرياض، الرياض,حي الصحافة,الرياض
Z886181510,شقة,3.0,2.0,115.0,505000.0,"شقة للبيع في طويق, غرب الرياض",طويق، غرب الرياض، الرياض,حي طويق,الرياض
A357685465,فیلا,5.0,5.0,300.0,3400000.0,فيلا للبيع في الصحافة، شمال الرياض,الصحافة، شمال الرياض، الرياض,حي الصحافة,الرياض
H252363233,شقة,3.0,3.0,182.0,790000.0,شقة للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
L212444976,شقة,3.0,3.0,122.0,753000.0,"شقة للبيع في القادسية, شرق الرياض",القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
E816549044,شقة,2.0,2.0,75.0,349000.0,شقة للبيع في ظهرة لبن، غرب الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
E744104276,شقة,3.0,3.0,131.0,420000.0,شقة للبيع في الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
Q698134700,شقة,3.0,3.0,478.0,880000.0,شقة مودرن للبيع في المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
G249518315,شقة,2.0,3.0,520.0,680000.0,🏢 شقة للبيع - حي النسيم، الصفوة 🏢,النسيم الشرقي، شرق الرياض، الرياض,حي النسيم الشرقي,الرياض
V231427600,فیلا,7.0,9.0,303.0,1150000.0,"فيلا للبيع في بدر, جنوب الرياض",بدر، جنوب الرياض، الرياض,حي بدر,الرياض
Z672372933,شقة,3.0,2.0,114.0,470000.0,"شقة للبيع في طويق, غرب الرياض",طويق، غرب الرياض، الرياض,حي طويق,الرياض
C129805584,دور,3.0,2.0,193.0,560000.0,أدوار للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
W649079503,شقة,3.0,3.0,140.0,770000.0,شقة فاخرة للبيع بحي القادسيه,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
Q202372716,شقة,5.0,3.0,170.0,1000000.0,"Apartment for sale in Al Ared district, Riyadh",العارض، شمال الرياض، الرياض,حي العارض,الرياض
N029955568,شقة,4.0,3.0,140.0,770000.0,للبيع شقة في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
R924869646,دور,3.0,4.0,168.0,1050000.0,دور أرضي فخم للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
P325510423,دور,3.0,3.0,168.0,1050000.0,دور ارضي للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
G553542710,شقة,3.0,3.0,173.0,450000.0,"شقة للبيع في بدر, جنوب الرياض",بدر، جنوب الرياض، الرياض,حي بدر,الرياض
W825189476,دور,3.0,4.0,193.0,1000000.0,دور للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
O072972509,دور,3.0,3.0,188.0,1350000.0,دور للبيع في المونسية، شرق الرياض,المونسية، شرق الرياض، الرياض,حي المونسية,الرياض
K051779014,فیلا,4.0,4.0,200.0,750000.0,فيلا للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
Z762940697,دور,4.0,4.0,245.0,2200000.0,للبيع دور في العقيق، شمال الرياض,العقيق، شمال الرياض، الرياض,حي العقيق,الرياض
E261615836,شقة,3.0,3.0,131.0,420000.0,"شقة للبيع في الدار البيضاء, جنوب الرياض",الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
P339327109,شقة,3.0,3.0,131.0,420000.0,شقة للبيع في الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
T339327109,شقة,3.0,3.0,131.0,420000.0,شقة للبيع في الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
S963886086,فیلا,4.0,3.0,300.0,3357000.0,للبيع فيلا في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
M969603036,شقة,3.0,3.0,131.0,1017000.0,شقة للبيع في الشهداء، شرق الرياض,الشهداء، شرق الرياض، الرياض,حي الشهداء,الرياض
Z269526640,شقة,4.0,3.0,133.0,750000.0,شقة 4 غرف نوم للبيع ضحرة لبان ، الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
N362550709,شقة,3.0,4.0,137.0,1450000.0,شقة للبيع في الملقا، شمال الرياض,الملقا، شمال الرياض، الرياض,حي الملقا,الرياض
R542945943,شقة,3.0,3.0,145.0,640000.0,شقة للبيع في حي طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
U883268093,فیلا,5.0,3.0,300.0,2850000.0,فيلا - الرياض - النرجس,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
K435466071,شقة,4.0,4.0,145.0,1325000.0,شقة 4 غرف نوم للبيع في العارض، الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
T538818769,دور,3.0,2.0,540.0,1050000.0,دور للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
X401795822,شقة,3.0,3.0,122.0,695000.0,"شقة للبيع في القادسية, شرق الرياض",القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
K668218110,دور,3.0,3.0,171.0,750000.0,دور للبيع في طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
Y248607862,دور,3.0,2.0,61.0,920000.0,دور للبيع في النسيم الشرقي، شرق الرياض,النسيم الشرقي، شرق الرياض، الرياض,حي النسيم الشرقي,الرياض
Y179942045,استراحة,3.0,2.0,846.0,1200000.0,استراحة846م للبيع في مخططات الشرق بطريقة رماح الرياض,الزاهر، الرياض,حي الزاهر,الرياض
S870931699,دور,3.0,3.0,153.0,1100000.0,دور للبيع في اليرموك، شرق الرياض,اليرموك، شرق الرياض، الرياض,حي اليرموك,الرياض
H361283961,شقة,3.0,4.0,216.0,1373000.0,شقة للبيع في العارض، شمال الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
X097506543,دور,2.0,2.0,86.0,1100000.0,"دور للبيع في الريان, شرق الرياض",الريان، شرق الرياض، الرياض,حي الريان,الرياض
Y807571316,فیلا,10.0,10.0,600.0,2100000.0,فيلا مميزة جدا للبيع في النظيم، الرياض,النظيم، شرق الرياض، الرياض,حي النظيم,الرياض
H314470051,فیلا,3.0,3.0,232.0,1750000.0,فيلا للبيع في المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
X832053400,دور,4.0,4.0,177.0,700000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
O869165921,فیلا,3.0,5.0,262.0,850000.0,"فيلا تاون هاوس للبيع في عكاظ, جنوب الرياض",عكاظ، جنوب الرياض، الرياض,حي عكاظ,الرياض
T373465470,شقة,2.0,3.0,136.0,599000.0,"شقة للبيع في الرمال, شرق الرياض",الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
X929687146,شقة,3.0,2.0,96.0,1399000.0,شقة للبيع في المغرزات، شمال الرياض,المغرزات، شمال الرياض، الرياض,حي المغرزات,الرياض
V834561164,فیلا,3.0,3.0,143.0,900000.0,فيلا للبيع في العليشة، غرب الرياض,عليشة، غرب الرياض، الرياض,حي عليشة,الرياض
P955918009,دور,3.0,3.0,420.0,800000.0,دور للبيع في طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
H124260026,دور,3.0,3.0,500.0,800000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
K215095460,شقة,3.0,3.0,151.0,1129000.0,شقة جديدة فاخرة بالنرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
H826547823,دور,4.0,4.0,500.0,860000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
A961761892,دور,4.0,4.0,500.0,860000.0,فلل للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
C779564906,فیلا,11.0,11.0,750.0,2300000.0,فيلا للبيع في الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
A848953943,دور,2.0,4.0,500.0,860000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
Y952424837,دور,3.0,4.0,171.0,1540000.0,دور للبيع في العارض، شمال الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
O791505083,فیلا,4.0,4.0,2480.0,2199000.0,"فيلا للبيع في الصفا, شرق الرياض",الصفا، شرق الرياض، الرياض,حي الصفا,الرياض
D995550694,فیلا,4.0,3.0,198.0,1748875.0,فيلا للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
V440039170,فیلا,6.0,7.0,250.0,1800000.0,فيلا للبيع في مطار الملك خالد الدولي، شمال الرياض,مطار الملك خالد الدولي، شمال الرياض، الرياض,حي مطار الملك خالد الدولي,الرياض
H710635730,فیلا,8.0,5.0,796.0,2400000.0,فيلا للبيع في طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
J644586460,دور,3.0,3.0,448.0,1600000.0,دور علوي للبيع في العارض، شمال الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
A286781320,شقة,4.0,3.0,139.0,850000.0,شقة للبيع في ظهرة لبن، غرب الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
E856572429,فیلا,6.0,3.0,400.0,1800000.0,فيلا للبيع في الخليج، شرق الرياض,الخليج، شرق الرياض، الرياض,حي الخليج,الرياض
U687139166,شقة,6.0,4.0,232.0,1300000.0,شقق تمليك للبيع في ظهرة لبن، الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
Z678267509,شقة,5.0,4.0,189.0,1078000.0,شقة للبيع في العارض، شمال الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
K483024034,شقة,3.0,3.0,107.0,750000.0,شقة للبيع في اليرموك، شرق الرياض,اليرموك، شرق الرياض، الرياض,حي اليرموك,الرياض
I577041298,فیلا,8.0,6.0,600.0,3500000.0,للبيع فيلتين في ظهرة لبن، غرب الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
L360220290,دور,3.0,3.0,203.0,570000.0,دور للبيع في الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
B495774549,شقة,2.0,3.0,203.0,400000.0,شقة للبيع في الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
U672335567,فیلا,8.0,7.0,250.0,2500000.0,فيلا 8 غرف نوم للبيع في العارض، الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
U143118680,دور,7.0,5.0,230.0,1000000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
Y781755664,فیلا,7.0,5.0,600.0,3000000.0,فيلا للبيع في الحزم، غرب الرياض,الحزم، غرب الرياض، الرياض,حي الحزم,الرياض
U652509563,فیلا,8.0,6.0,250.0,1300000.0,فيلا للبيع في طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
P330386138,دور,3.0,3.0,250.0,860000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
K983098313,ارض سكنية,0.0,0.0,312.0,1350.0,أرض سكنية للبيع في عريض، جنوب الرياض,عريض، جنوب الرياض، الرياض,حي عريض,الرياض
N539461929,دور,3.0,4.0,500.0,860000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
Z266923218,دور,4.0,4.0,500.0,860000.0,دور للبيع في  شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
V290915522,دور,3.0,5.0,500.0,860000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
N325600324,دور,4.0,4.0,500.0,860000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
G684344093,دور,3.0,4.0,500.0,860000.0,"دور للبيع في شبرا, غرب الرياض",شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
U426442325,دور,4.0,4.0,500.0,860000.0,دور للبيع في  شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
P264341071,دور,4.0,4.0,500.0,860000.0,"دور للبيع في شبرا, غرب الرياض",شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
R325600324,دور,4.0,4.0,500.0,860000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
F021216354,فیلا,5.0,6.0,780.0,2964000.0,فيلا للبيع في النهضة، شرق الرياض,النهضة، شرق الرياض، الرياض,حي النهضة,الرياض
J423200288,استراحة,8.0,4.0,405.0,3240000.0,استراحة للبيع في العارض، شمال الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
T660184938,عمارة سكنية,0.0,0.0,190.0,1800000.0,"### 🏢 Mixed-Use Residential and Commercial Building for Sale in Agadir Street, Sultanah District, Riyadh 🏢",سلطانة، غرب الرياض، الرياض,حي سلطانة,الرياض
L139734439,عمارة سكنية,0.0,0.0,316.0,1700000.0,"🏢 Residential Building for Sale on Said Bin Amir Street, Manfouha District, Riyadh 🏢",منفوحة، وسط الرياض، الرياض,حي منفوحة,الرياض
P043560646,شقة,3.0,2.0,128.0,550000.0,شقة للبيع في الزهرة، غرب الرياض,الزهرة، غرب الرياض، الرياض,حي الزهرة,الرياض
J463198950,فیلا,7.0,5.0,302.0,1100000.0,فيلا للبيع في طيبة، جنوب الرياض,طيبة، جنوب الرياض، الرياض,حي طيبة,الرياض
M623648247,شقة,2.0,2.0,64.0,360000.0,"شقة للبيع في المروة, جنوب الرياض",المروة، جنوب الرياض، الرياض,حي المروة,الرياض
U665480542,فیلا,7.0,5.0,600.0,2600000.0,فيلا للبيع طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
O408615968,شقة,6.0,4.0,219.0,650000.0,شقة للبيع في الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
H313021702,شقة,3.0,2.0,96.0,1389000.0,شقة للبيع في المغرزات، شمال الرياض,المغرزات، شمال الرياض، الرياض,حي المغرزات,الرياض
S382550150,فیلا,11.0,7.0,600.0,6000000.0,فيلا للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
B585336207,دور,3.0,3.0,202.0,660000.0,أدوار للبيع في طيبة، جنوب الرياض,طيبة، جنوب الرياض، الرياض,حي طيبة,الرياض
J267358506,دور,3.0,3.0,750.0,1499000.0,دور للبيع في التعاون، شمال الرياض,التعاون، شمال الرياض، الرياض,حي التعاون,الرياض
L897668310,فیلا,7.0,5.0,300.0,1050000.0,فيلا للبيع في حي طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
L507087020,دور,3.0,3.0,157.0,1600000.0,شقة 3 غرف نوم للبيع في النرجس، الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
J117594433,فیلا,5.0,4.0,400.0,3800000.0,فيلا للبيع في المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
P054457861,استراحة,2.0,2.0,900.0,650000.0,إستراحة للبيع في العريض، جنوب الرياض,عريض، جنوب الرياض، الرياض,حي عريض,الرياض
X434800588,فیلا,4.0,4.0,252.0,1450000.0,فيلا للبيع في  الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
W003366919,فیلا,5.0,7.0,250.0,2350000.0,فيلا دوبلكس للبيع بحي اليرموك,اليرموك، شرق الرياض، الرياض,حي اليرموك,الرياض
B389574035,دور,4.0,4.0,172.0,1050000.0,دور للبيع في حي البيان، شرق الرياض,حي البيان، شرق الرياض، الرياض,حي حي البيان,الرياض
I799303141,فیلا,6.0,6.0,400.0,2300000.0,فيلا دبلوكس للبيع في المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
U444987673,دور,3.0,4.0,500.0,860000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
E778561547,شقة,3.0,3.0,175.0,450000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
L640495261,دور,6.0,5.0,185.0,1400000.0,دور للبيع في المونسية، شرق الرياض,المونسية، شرق الرياض، الرياض,حي المونسية,الرياض
X585668620,شقة,4.0,4.0,227.0,680000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
N722102291,شقة,3.0,4.0,227.0,680000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
N447820498,دور,3.0,3.0,250.0,860000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
T317869755,دور,3.0,3.0,500.0,860000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
J482930047,فیلا,8.0,9.0,375.0,5800000.0,فيلا - الرياض - حي الملقا,الملقا، شمال الرياض، الرياض,حي الملقا,الرياض
L874638825,فیلا,12.0,9.0,261.0,2000000.0,فيلا للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
S277935983,فیلا,12.0,9.0,261.0,2000000.0,فيلا للبيع في  الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
K933972520,دور,2.0,2.0,312.0,900000.0,دور للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
D365668880,شقة,4.0,2.0,192.0,680000.0,شقة تاون هاوس - الرياض - حي بدر,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
G740760904,شقة,6.0,4.0,193.0,680000.0,شقة للبيع في  بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
H933972520,دور,2.0,2.0,312.0,900000.0,دور للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
I556324367,شقة,1.0,1.0,63.0,600000.0,شقة - الرياض - الرمال,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
J490619566,دور,5.0,4.0,172.0,1150000.0,دور للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
F924307046,شقة,3.0,3.0,173.0,450000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
K899256299,دور,3.0,3.0,500.0,860000.0,دور للبيع في الزهرة، غرب الرياض,الزهرة، غرب الرياض، الرياض,حي الزهرة,الرياض
V554727661,دور,4.0,4.0,214.0,760000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
L544801753,شقة,3.0,3.0,177.0,450000.0,شقة للبيع في حي بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
I589329123,شقة,4.0,3.0,154.0,679997.0,شقة للبيع في ضاحية نمار، غرب الرياض,ضاحية نمار، غرب الرياض، الرياض,حي ضاحية نمار,الرياض
R718662292,شقة,6.0,4.0,241.0,670000.0,شقة تاون هاوس للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
A153248506,شقة,5.0,4.0,175.0,1000000.0,شقة للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
O205560470,شقة,5.0,4.0,175.0,1000000.0,"شقة تاون هاوس للبيع في الرمال, شرق الرياض",الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
